id_0,iso,name_0,id_1,name_1,id_2,name_2,id_3,name_3,type_3,engtype_3,nl_name_3,varname_3
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"215",Xuân Hòa,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"216",Xuân H­ng,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"217",Xuân Hiệp,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"218",Xuân Phó,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"219",Xuân Tâm,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"220",Xuân Thành,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"221",Xuân Thä,Commune,Commune,,
"250",VNM,Vietnam,"2",Đồng Nai,"18",Xuân Lộc,"222",Xuân Trường,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"223",An Bình,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"224",Ba Sao,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"225",Bình Hàng Tây,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"226",Bình Hàng Trung,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"227",Bình Thạnh,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"228",Gáo Giồng,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"229",Mỹ Hội,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"230",Mỹ Hiệp,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"231",Mỹ Long,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"232",Mỹ Thọ,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"233",Mỹ Thọ,Townlet,Townlet,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"234",Mỹ Xương,Commune,Commune,,
"250",VNM,Vietnam,"3",Đồng Tháp,"19",Cao Lãnh,"235",Nhị Mỹ,Commune,Commune,,
